Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 5,karkkila_DJI_0008_frame86,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame87,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame88,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame89,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame90,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame91,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame92,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame93,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame94,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame95,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame96,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame97,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame111,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame118,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame121,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame122,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame124,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame125,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame126,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame127,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame128,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame129,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame130,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame131,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame132,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame134,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame135,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame136,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame137,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame138,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame139,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame140,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame141,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame142,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame143,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame144,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame145,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame146,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame147,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame148,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame149,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame150,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame151,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame152,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame153,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame156,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame157,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame158,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame160,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame161,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame162,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame163,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame164,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame165,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame166,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame167,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame168,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame169,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame170,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame111,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame121,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame122,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame124,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame230,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame231,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame232,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame233,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame234,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame235,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame236,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame237,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame238,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame239,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame240,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame241,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0036_frame242,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame27,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame28,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame29,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame30,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame32,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame34,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame36,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame38,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame39,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame40,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame41,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame45,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame46,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame47,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame48,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame52,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame53,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame58,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame59,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame60,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame61,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame62,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame63,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame64,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame65,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame66,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame67,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame68,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame74,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame75,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame76,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame77,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame78,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame79,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame83,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame84,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame85,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame86,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame87,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame88,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame89,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame90,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame91,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame92,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame94,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame95,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame220,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame221,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame226,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame227,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame228,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame229,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame230,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame231,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame233,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame238,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame240,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame241,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame242,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame243,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame244,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame245,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0030_frame335,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame6,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame9,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame10,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame23,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0024_frame24,Near Duplicate,pHash < 5,Flagged,Temporal static scene
